stream,hour_utc,rows,min_receive_ts_ns,max_receive_ts_ns,first_event_offset_s,last_event_offset_s,coverage_seconds,events_per_covered_second,is_full_hour
trade,2026-09-04 16:00:00+00:00,60997,1788537600450671000,1788541011910215000,0.450671,3411.910215,3411.459544,17.880030295912547,False
book_ticker,2026-09-04 17:00:00+00:00,4464,1788542121202343000,1788544362184527000,921.202343,3162.184527,2240.982184,1.9919837078008649,False
trade,2026-09-04 17:00:00+00:00,1228,1788542121212679000,1788544362184671000,921.212679,3162.184671,2240.971992,0.5479765050093496,False
book_ticker,2026-09-04 18:00:00+00:00,3857,1788545389464987000,1788547834850372000,589.464987,3034.850372,2445.385385,1.5772565026596002,False
trade,2026-09-04 18:00:00+00:00,938,1788545390898456000,1788547834850220000,590.898456,3034.85022,2443.951764,0.3838046289689374,False
book_ticker,2026-09-04 19:00:00+00:00,1147,1788548826036260000,1788551145097844000,426.03626,2745.097844,2319.061584,0.4945966109367452,False
trade,2026-09-04 19:00:00+00:00,242,1788548826410872000,1788551145093377000,426.410872,2745.093377,2318.682505,0.10436961484729018,False
book_ticker,2026-09-04 20:00:00+00:00,865,1788552112586726000,1788554701701936000,112.586726,2701.701936,2589.11521,0.3340909653842712,False
trade,2026-09-04 20:00:00+00:00,103,1788552112587458000,1788554701636557000,112.587458,2701.636557,2589.049099,0.039782945808089526,False
book_ticker,2026-09-04 21:00:00+00:00,1815,1788555743223770000,1788558936265028000,143.22377,3336.265028,3193.041258,0.5684235978638269,False
trade,2026-09-04 21:00:00+00:00,1113,1788555743359494000,1788558935923965000,143.359494,3335.923965,3192.564471,0.34862256036175754,False
book_ticker,2026-09-04 22:00:00+00:00,1584,1788559972652371000,1788561904624326000,772.652371,2704.624326,1931.971955,0.8198876779243931,False
trade,2026-09-04 22:00:00+00:00,330,1788559974042943000,1788561903460055000,774.042943,2703.460055,1929.417112,0.17103611134552849,False
book_ticker,2026-09-04 23:00:00+00:00,469,1788562997102060000,1788565368928661000,197.10206,2568.928661,2371.826601,0.19773789525855814,False
trade,2026-09-04 23:00:00+00:00,111,1788562997172195000,1788565368793024000,197.172195,2568.793024,2371.620829,0.0468034344456333,False
book_ticker,2026-09-05 00:00:00+00:00,390,1788566431373127000,1788567857417742000,31.373127,1457.417742,1426.044615,0.2734837296798039,False
trade,2026-09-05 00:00:00+00:00,102,1788566431373500000,1788567857417594000,31.3735,1457.417594,1426.044094,0.07152654004820695,False
book_ticker,2026-09-05 11:00:00+00:00,16499,1788609166527314000,1788609599995136000,3166.527314,3599.995136,433.467822,38.06280227186045,False
trade,2026-09-05 11:00:00+00:00,6276,1788609166527233000,1788609599895884000,3166.527233,3599.895884,433.368651,14.481896615083032,False
book_ticker,2026-09-05 12:00:00+00:00,165738,1788609600004532000,1788613199615757000,0.004532,3599.615757,3599.611225,46.043305690602736,True
trade,2026-09-05 12:00:00+00:00,48453,1788609600365050000,1788613199615873000,0.36505,3599.615873,3599.250823,13.461968165812378,True
book_ticker,2026-09-05 13:00:00+00:00,169775,1788613200676785000,1788616799842626000,0.676785,3599.842626,3599.165841,47.170652173346184,True
trade,2026-09-05 13:00:00+00:00,64938,1788613200676903000,1788616799842563000,0.676903,3599.842563,3599.16566,18.0425148866307,True
book_ticker,2026-09-05 14:00:00+00:00,47269,1788616800050908000,1788619554077912000,0.050908,2754.077912,2754.027004,17.16359350556317,False
trade,2026-09-05 14:00:00+00:00,19340,1788616800462391000,1788619554065761000,0.462391,2754.065761,2753.60337,7.023524233993076,False
book_ticker,2026-09-05 15:00:00+00:00,6476,1788620543448940000,1788623654916950000,143.44894,3254.91695,3111.46801,2.0813326632916276,False
trade,2026-09-05 15:00:00+00:00,2127,1788620543448624000,1788623654916980000,143.448624,3254.91698,3111.468356,0.6836000745109297,False
book_ticker,2026-09-05 16:00:00+00:00,7615,1788624639009307000,1788627262619145000,639.009307,3262.619145,2623.609838,2.902489497373199,False
trade,2026-09-05 16:00:00+00:00,2034,1788624639009695000,1788627262462277000,639.009695,3262.462277,2623.452582,0.7753141848096113,False
book_ticker,2026-09-05 17:00:00+00:00,3313,1788628231308983000,1788628258479009000,631.308983,658.479009,27.170026,121.93584209304768,False
trade,2026-09-05 17:00:00+00:00,1214,1788628231318986000,1788628258071737000,631.318986,658.071737,26.752751,45.378510793151705,False
